systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
Marvel_getComicById;109;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1072;444;1516;10000;GPT-4o
Marvel_getComicById;110;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;962;405;1367;500;GPT-4o
Marvel_getComicById;111;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;973;491;1464;50;GPT-4o
Marvel_getComicById;112;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1087;422;1509;500;GPT-4o
Marvel_getComicById;113;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1025;480;1505;50;GPT-4o
Marvel_getComicById;114;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;865;483;1348;50;GPT-4o
Marvel_getComicById;115;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1137;412;1549;500;GPT-4o
Marvel_getComicById;116;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;972;457;1429;50;GPT-4o
Marvel_getComicById;117;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1074;494;1568;1000;GPT-4o
Marvel_getComicById;118;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1051;444;1495;50;GPT-4o
Marvel_getComicById;119;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;830;500;1330;50;GPT-4o
Marvel_getComicById;120;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;849;474;1323;100;GPT-4o
Marvel_getComicById;121;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;851;505;1356;100;GPT-4o
Marvel_getComicById;122;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;969;501;1470;100;GPT-4o
Marvel_getComicById;123;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;875;539;1414;50;GPT-4o
Marvel_getComicById;124;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;853;471;1324;100;GPT-4o
Marvel_getComicById;125;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;850;419;1269;100;GPT-4o
Marvel_getComicById;126;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;973;444;1417;100;GPT-4o
Marvel_getComicById;127;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;848;414;1262;1000;GPT-4o
Marvel_getComicById;128;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.85;878;529;1407;500;GPT-4o
Marvel_getComicById;129;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;834;455;1289;50;GPT-4o
Marvel_getComicById;130;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;831;493;1324;1000;GPT-4o
Marvel_getComicById;131;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;825;486;1311;10000;GPT-4o
Marvel_getComicById;132;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.85;824;482;1306;100;GPT-4o
Marvel_getComicById;133;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;835;529;1364;1000;GPT-4o
Marvel_getComicById;134;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;827;487;1314;10000;GPT-4o
Marvel_getComicById;135;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;819;470;1289;50;GPT-4o
Marvel_getComicById;136;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;835;472;1307;1000;GPT-4o
Marvel_getComicById;137;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;829;466;1295;10000;GPT-4o
Marvel_getComicById;138;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;831;459;1290;10000;GPT-4o
Marvel_getComicById;139;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;832;469;1301;50;GPT-4o
Marvel_getComicById;140;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.75;868;447;1315;50;GPT-4o
Marvel_getComicById;141;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;833;428;1261;100;GPT-4o
Marvel_getComicById;142;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;834;462;1296;100;GPT-4o
Marvel_getComicById;143;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;836;464;1300;50;GPT-4o
Marvel_getComicById;144;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;833;548;1381;10000;GPT-4o
Marvel_getComicById;145;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;832;525;1357;100;GPT-4o
Marvel_getComicById;146;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.7;831;557;1388;100;GPT-4o
Marvel_getComicById;147;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;837;467;1304;10000;GPT-4o
Marvel_getComicById;148;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;834;435;1269;100;GPT-4o
Marvel_getComicById;149;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;827;445;1272;100;GPT-4o
Marvel_getComicById;150;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;858;439;1297;1000;GPT-4o
Marvel_getComicById;151;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;862;464;1326;10000;GPT-4o
Marvel_getComicById;152;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;818;512;1330;100;GPT-4o
Marvel_getComicById;153;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;847;494;1341;100;GPT-4o
Marvel_getComicById;154;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1214;440;1654;1000;GPT-4o
Marvel_getComicById;155;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;819;543;1362;50;GPT-4o
Marvel_getComicById;156;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1208;455;1663;10000;GPT-4o
Marvel_getComicById;157;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.75;1152;444;1596;1000;GPT-4o
Marvel_getComicById;158;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.85;853;489;1342;500;GPT-4o
Marvel_getComicById;159;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;1190;442;1632;10000;GPT-4o
Marvel_getComicById;160;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;719;505;1224;10000;GPT-4o
Marvel_getComicById;161;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;1187;440;1627;10000;GPT-4o
Marvel_getComicById;162;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;1223;535;1758;10000;GPT-4o
Marvel_getComicById;163;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;1221;481;1702;10000;GPT-4o
Marvel_getComicById;164;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;TP;TP;TP;0.95;704;455;1159;10000;GPT-4o
Marvel_getComicById;165;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.9;704;435;1139;10000;GPT-4o
Marvel_getComicById;166;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.95;718;435;1153;10000;GPT-4o
Marvel_getComicById;167;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.95;756;428;1184;10000;GPT-4o
Marvel_getComicById;168;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.95;785;400;1185;10000;GPT-4o
Marvel_getComicById;169;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;633;438;1071;10000;GPT-4o
Marvel_getComicById;170;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;TP;FP;FN;0.7;713;440;1153;10000;GPT-4o
Marvel_getComicById;171;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;TP;TP;TP;0.95;720;422;1142;10000;GPT-4o
Marvel_getComicById;172;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;1144;407;1551;10000;GPT-4o
Marvel_getComicById;173;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.95;1154;390;1544;10000;GPT-4o
Marvel_getComicById;174;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;769;478;1247;100;GPT-4o
Marvel_getComicById;175;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;784;517;1301;1000;GPT-4o
Marvel_getComicById;176;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;792;610;1402;10000;GPT-4o
Marvel_getComicById;177;daikon.inv.binary.sequenceScalar.SeqIntEqual;Array properties;Marvel_getComicById-daikon.inv.binary.sequenceScalar.SeqIntEqual;Marvel_getComicById-Array properties;TP;FP;FN;0.8;1212;607;1819;10000;GPT-4o
Marvel_getComicById;178;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;878;432;1310;10000;GPT-4o
Marvel_getComicById;179;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;873;418;1291;10000;GPT-4o
Marvel_getComicById;180;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;863;391;1254;10000;GPT-4o
Marvel_getComicById;181;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;878;471;1349;10000;GPT-4o
Marvel_getComicById;182;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;FP;FN;0.7;927;608;1535;10000;GPT-4o
Marvel_getComicById;183;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;922;382;1304;10000;GPT-4o
Marvel_getComicById;184;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;764;440;1204;10000;GPT-4o
Marvel_getComicById;185;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;874;490;1364;10000;GPT-4o
Marvel_getComicById;186;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;FP;FN;0.7;768;459;1227;10000;GPT-4o
Marvel_getComicById;187;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;914;387;1301;10000;GPT-4o
Marvel_getComicById;188;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;871;372;1243;10000;GPT-4o
Marvel_getComicById;189;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;FP;FP;TN;0.8;804;438;1242;100;GPT-4o
Marvel_getComicById;190;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;782;357;1139;1000;GPT-4o
Marvel_getComicById;191;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;TP;TP;0.85;806;431;1237;1000;GPT-4o
Marvel_getComicById;192;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;822;407;1229;10000;GPT-4o
Marvel_getComicById;193;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;839;416;1255;10000;GPT-4o
Marvel_getComicById;194;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;904;408;1312;10000;GPT-4o
Marvel_getComicById;195;daikon.inv.unary.string.FixedLengthString;Specific formats;Marvel_getComicById-daikon.inv.unary.string.FixedLengthString;Marvel_getComicById-Specific formats;TP;FP;FN;0.7;751;424;1175;10000;GPT-4o
Marvel_getComicById;196;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;864;426;1290;10000;GPT-4o
Marvel_getComicById;197;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;852;462;1314;10000;GPT-4o
Marvel_getComicById;198;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;859;412;1271;10000;GPT-4o
Marvel_getComicById;199;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;848;389;1237;10000;GPT-4o
Marvel_getComicById;200;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Marvel_getComicById-daikon.inv.binary.twoString.StdString$SubString;Marvel_getComicById-String comparisons;FP;FP;TN;0.9;888;477;1365;1000;GPT-4o
Marvel_getComicById;201;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Marvel_getComicById-daikon.inv.binary.twoString.StdString$SubString;Marvel_getComicById-String comparisons;TP;TP;TP;0.95;994;388;1382;10000;GPT-4o
